Country,Region,Code,Date,Sex,Age,AgeInt,Cases,Deaths,Tests
Afghanistan,All,CA,2022-09-01,f,60,10,8418,27,32923
Brazil,All,CA,2022-09-01,f,60,10,9807,128,3490
Canada,All,CA,2022-09-01,f,60,10,546,65,28842
Denmark,All,CA,2022-09-01,f,60,10,15281,204,45575
Egypt,All,CA,2022-09-01,f,60,10,11083,426,4622
Afghanistan,Urban,CA,2022-09-01,f,60,10,3934,188,8742
Brazil,Urban,CA,2022-09-01,f,60,10,8270,243,18896
Canada,Urban,CA,2022-09-01,f,60,10,4607,429,21513
Denmark,Urban,CA,2022-09-01,f,60,10,8836,139,16305
Egypt,Urban,CA,2022-09-01,f,60,10,17204,385,43018
Afghanistan,Rural,CA,2022-09-01,f,60,10,12828,44,19322
Brazil,Rural,CA,2022-09-01,f,60,10,2218,49,41228
Canada,Rural,CA,2022-09-01,f,60,10,1299,490,34753
Denmark,Rural,CA,2022-09-01,f,60,10,17501,297,38432
Egypt,Rural,CA,2022-09-01,f,60,10,2215,171,39108
Afghanistan,All,DK,2022-09-01,f,60,10,7367,321,36491
Brazil,All,DK,2022-09-01,f,60,10,19803,161,39454
Canada,All,DK,2022-09-01,f,60,10,3772,434,9085
Denmark,All,DK,2022-09-01,f,60,10,15994,309,49190
Egypt,All,DK,2022-09-01,f,60,10,7746,179,16809
Afghanistan,Urban,DK,2022-09-01,f,60,10,3876,323,40683
Brazil,Urban,DK,2022-09-01,f,60,10,17488,414,6198
Canada,Urban,DK,2022-09-01,f,60,10,11563,96,41348
Denmark,Urban,DK,2022-09-01,f,60,10,16171,388,34817
Egypt,Urban,DK,2022-09-01,f,60,10,15050,161,24057
Afghanistan,Rural,DK,2022-09-01,f,60,10,14400,182,13708
Brazil,Rural,DK,2022-09-01,f,60,10,5555,383,6350
Canada,Rural,DK,2022-09-01,f,60,10,18862,160,1135
Denmark,Rural,DK,2022-09-01,f,60,10,9274,471,43468
Egypt,Rural,DK,2022-09-01,f,60,10,7839,396,41937
Afghanistan,All,EG,2022-09-01,f,60,10,18323,429,29197
Brazil,All,EG,2022-09-01,f,60,10,11355,131,8440
Canada,All,EG,2022-09-01,f,60,10,8650,222,35021
Denmark,All,EG,2022-09-01,f,60,10,13362,399,33365
Egypt,All,EG,2022-09-01,f,60,10,19427,91,38291
Afghanistan,Urban,EG,2022-09-01,f,60,10,12121,169,31047
Brazil,Urban,EG,2022-09-01,f,60,10,3572,405,8568
Canada,Urban,EG,2022-09-01,f,60,10,1588,231,39724
Denmark,Urban,EG,2022-09-01,f,60,10,18724,125,31843
Egypt,Urban,EG,2022-09-01,f,60,10,3133,191,45885
Afghanistan,Rural,EG,2022-09-01,f,60,10,10662,217,44578
Brazil,Rural,EG,2022-09-01,f,60,10,13959,461,27378
Canada,Rural,EG,2022-09-01,f,60,10,3405,159,22307
Denmark,Rural,EG,2022-09-01,f,60,10,16622,496,48927
Egypt,Rural,EG,2022-09-01,f,60,10,4460,111,37842
Afghanistan,All,AF,2022-10-01,f,60,10,16877,278,21385
Brazil,All,AF,2022-10-01,f,60,10,11085,337,19141
Canada,All,AF,2022-10-01,f,60,10,6400,237,554
Denmark,All,AF,2022-10-01,f,60,10,12440,194,28582
Egypt,All,AF,2022-10-01,f,60,10,4326,458,39896
Afghanistan,Urban,AF,2022-10-01,f,60,10,3503,420,45114
Brazil,Urban,AF,2022-10-01,f,60,10,7895,59,14560
Canada,Urban,AF,2022-10-01,f,60,10,8814,237,25666
Denmark,Urban,AF,2022-10-01,f,60,10,10009,426,48758
Egypt,Urban,AF,2022-10-01,f,60,10,15458,342,3475
Afghanistan,Rural,AF,2022-10-01,f,60,10,6211,495,40949
Brazil,Rural,AF,2022-10-01,f,60,10,6569,27,35440
Canada,Rural,AF,2022-10-01,f,60,10,9025,144,12170
Denmark,Rural,AF,2022-10-01,f,60,10,6584,100,19580
Egypt,Rural,AF,2022-10-01,f,60,10,5546,457,1083
Afghanistan,All,BR,2022-10-01,f,60,10,15572,497,44453
Brazil,All,BR,2022-10-01,f,60,10,208,61,21820
Canada,All,BR,2022-10-01,f,60,10,2605,162,13679
Denmark,All,BR,2022-10-01,f,60,10,7030,394,22637
Egypt,All,BR,2022-10-01,f,60,10,2937,419,14958
Afghanistan,Urban,BR,2022-10-01,f,60,10,18956,326,23395
Brazil,Urban,BR,2022-10-01,f,60,10,11282,478,31982
Canada,Urban,BR,2022-10-01,f,60,10,8935,372,40224
Denmark,Urban,BR,2022-10-01,f,60,10,8751,133,45432
Egypt,Urban,BR,2022-10-01,f,60,10,11308,337,44355
Afghanistan,Rural,BR,2022-10-01,f,60,10,15636,334,38627
Brazil,Rural,BR,2022-10-01,f,60,10,13147,456,245
Canada,Rural,BR,2022-10-01,f,60,10,9018,11,32190
Denmark,Rural,BR,2022-10-01,f,60,10,12338,48,19493
Egypt,Rural,BR,2022-10-01,f,60,10,17662,49,10597
Afghanistan,All,CA,2022-10-01,f,60,10,2257,423,24142
Brazil,All,CA,2022-10-01,f,60,10,12773,149,6261
Canada,All,CA,2022-10-01,f,60,10,11586,91,906
Denmark,All,CA,2022-10-01,f,60,10,4677,404,546
Egypt,All,CA,2022-10-01,f,60,10,15736,336,591
Afghanistan,Urban,CA,2022-10-01,f,60,10,9254,198,1868
Brazil,Urban,CA,2022-10-01,f,60,10,7224,416,17423
Canada,Urban,CA,2022-10-01,f,60,10,3606,259,41050
Denmark,Urban,CA,2022-10-01,f,60,10,4286,225,7010
Egypt,Urban,CA,2022-10-01,f,60,10,15348,69,15067
Afghanistan,Rural,CA,2022-10-01,f,60,10,11584,492,26001
Brazil,Rural,CA,2022-10-01,f,60,10,17634,489,5385
Canada,Rural,CA,2022-10-01,f,60,10,9920,75,10724
Denmark,Rural,CA,2022-10-01,f,60,10,11988,311,37581
Egypt,Rural,CA,2022-10-01,f,60,10,2532,497,286
Afghanistan,All,DK,2022-10-01,f,60,10,9972,459,38928
Brazil,All,DK,2022-10-01,f,60,10,10702,394,39060
Canada,All,DK,2022-10-01,f,60,10,15002,471,40831
Denmark,All,DK,2022-10-01,f,60,10,8797,483,30955
Egypt,All,DK,2022-10-01,f,60,10,13039,122,5898
Afghanistan,Urban,DK,2022-10-01,f,60,10,7855,80,24009
Brazil,Urban,DK,2022-10-01,f,60,10,274,169,14811
Canada,Urban,DK,2022-10-01,f,60,10,4076,77,26308
Denmark,Urban,DK,2022-10-01,f,60,10,16108,42,1707
Egypt,Urban,DK,2022-10-01,f,60,10,18772,198,24205
Afghanistan,Rural,DK,2022-10-01,f,60,10,3964,268,26714
Brazil,Rural,DK,2022-10-01,f,60,10,6672,243,35304
Canada,Rural,DK,2022-10-01,f,60,10,17325,85,991
Denmark,Rural,DK,2022-10-01,f,60,10,4333,135,2260
Egypt,Rural,DK,2022-10-01,f,60,10,4250,254,31470
Afghanistan,All,EG,2022-10-01,f,60,10,17630,366,24809
Brazil,All,EG,2022-10-01,f,60,10,7566,332,28004
Canada,All,EG,2022-10-01,f,60,10,97,162,5926
Denmark,All,EG,2022-10-01,f,60,10,2806,128,40355
Egypt,All,EG,2022-10-01,f,60,10,9666,494,5318
Afghanistan,Urban,EG,2022-10-01,f,60,10,7588,111,25210
Brazil,Urban,EG,2022-10-01,f,60,10,2364,404,45490
Canada,Urban,EG,2022-10-01,f,60,10,12848,257,16704
Denmark,Urban,EG,2022-10-01,f,60,10,14513,38,29206
Egypt,Urban,EG,2022-10-01,f,60,10,11814,422,4691
Afghanistan,Rural,EG,2022-10-01,f,60,10,17067,198,18434
Brazil,Rural,EG,2022-10-01,f,60,10,3377,472,46923
Canada,Rural,EG,2022-10-01,f,60,10,508,389,45513
Denmark,Rural,EG,2022-10-01,f,60,10,10732,116,32549
Egypt,Rural,EG,2022-10-01,f,60,10,1511,179,33017
Afghanistan,All,AF,2022-11-01,f,60,10,17419,334,18449
Brazil,All,AF,2022-11-01,f,60,10,6440,36,24510
Canada,All,AF,2022-11-01,f,60,10,18628,450,19349
Denmark,All,AF,2022-11-01,f,60,10,13310,137,36727
Egypt,All,AF,2022-11-01,f,60,10,13796,95,31979
Afghanistan,Urban,AF,2022-11-01,f,60,10,16934,62,21530
Brazil,Urban,AF,2022-11-01,f,60,10,15455,149,48144
Canada,Urban,AF,2022-11-01,f,60,10,16848,457,559
Denmark,Urban,AF,2022-11-01,f,60,10,5257,171,36804
Egypt,Urban,AF,2022-11-01,f,60,10,3224,380,47054
Afghanistan,Rural,AF,2022-11-01,f,60,10,16442,421,22532
Brazil,Rural,AF,2022-11-01,f,60,10,1468,115,9952
Canada,Rural,AF,2022-11-01,f,60,10,7305,120,4324
Denmark,Rural,AF,2022-11-01,f,60,10,14550,8,31367
Egypt,Rural,AF,2022-11-01,f,60,10,6118,206,4994
Afghanistan,All,BR,2022-11-01,f,60,10,17728,3,25215
Brazil,All,BR,2022-11-01,f,60,10,5624,394,49792
Canada,All,BR,2022-11-01,f,60,10,2157,169,40407
Denmark,All,BR,2022-11-01,f,60,10,14788,450,43552
Egypt,All,BR,2022-11-01,f,60,10,7342,232,32285
Afghanistan,Urban,BR,2022-11-01,f,60,10,11687,141,18399
Brazil,Urban,BR,2022-11-01,f,60,10,713,385,2581
Canada,Urban,BR,2022-11-01,f,60,10,8334,23,38802
Denmark,Urban,BR,2022-11-01,f,60,10,9178,362,49127
Egypt,Urban,BR,2022-11-01,f,60,10,6971,292,44696
Afghanistan,Rural,BR,2022-11-01,f,60,10,19722,282,35583
Brazil,Rural,BR,2022-11-01,f,60,10,4712,276,18907
Canada,Rural,BR,2022-11-01,f,60,10,14802,343,39239
Denmark,Rural,BR,2022-11-01,f,60,10,213,453,21836
Egypt,Rural,BR,2022-11-01,f,60,10,3919,372,43470
Afghanistan,All,CA,2022-11-01,f,60,10,13028,442,26250
Brazil,All,CA,2022-11-01,f,60,10,18600,115,26964
Canada,All,CA,2022-11-01,f,60,10,13675,290,32976
Denmark,All,CA,2022-11-01,f,60,10,10434,218,38117
Egypt,All,CA,2022-11-01,f,60,10,18067,295,8983
Afghanistan,Urban,CA,2022-11-01,f,60,10,12581,219,7224
Brazil,Urban,CA,2022-11-01,f,60,10,15526,254,15659
Canada,Urban,CA,2022-11-01,f,60,10,14549,159,23027
Denmark,Urban,CA,2022-11-01,f,60,10,5776,346,4164
Egypt,Urban,CA,2022-11-01,f,60,10,18540,134,49925
Afghanistan,Rural,CA,2022-11-01,f,60,10,9368,286,2262
Brazil,Rural,CA,2022-11-01,f,60,10,7359,172,39816
Canada,Rural,CA,2022-11-01,f,60,10,8233,70,38338
Denmark,Rural,CA,2022-11-01,f,60,10,7776,200,40201
Egypt,Rural,CA,2022-11-01,f,60,10,5469,339,33808
Afghanistan,All,DK,2022-11-01,f,60,10,2335,101,44030
Brazil,All,DK,2022-11-01,f,60,10,18788,316,13883
Canada,All,DK,2022-11-01,f,60,10,3475,402,11440
Denmark,All,DK,2022-11-01,f,60,10,6069,254,14989
Egypt,All,DK,2022-11-01,f,60,10,16366,89,14664
Afghanistan,Urban,DK,2022-11-01,f,60,10,19258,24,34659
Brazil,Urban,DK,2022-11-01,f,60,10,2652,171,49905
Canada,Urban,DK,2022-11-01,f,60,10,4301,83,28364
Denmark,Urban,DK,2022-11-01,f,60,10,7379,95,32431
Egypt,Urban,DK,2022-11-01,f,60,10,17329,78,48931
Afghanistan,Rural,DK,2022-11-01,f,60,10,14157,77,4659
Brazil,Rural,DK,2022-11-01,f,60,10,9952,77,6955
Canada,Rural,DK,2022-11-01,f,60,10,6436,19,13880
Denmark,Rural,DK,2022-11-01,f,60,10,17610,27,8734
Egypt,Rural,DK,2022-11-01,f,60,10,4703,416,39419
Afghanistan,All,EG,2022-11-01,f,60,10,9658,41,46395
Brazil,All,EG,2022-11-01,f,60,10,4902,204,33286
Canada,All,EG,2022-11-01,f,60,10,1857,14,18625
Denmark,All,EG,2022-11-01,f,60,10,10690,112,14324
Egypt,All,EG,2022-11-01,f,60,10,5345,324,42323
Afghanistan,Urban,EG,2022-11-01,f,60,10,10955,279,22641
Brazil,Urban,EG,2022-11-01,f,60,10,13842,231,18509
Canada,Urban,EG,2022-11-01,f,60,10,6640,324,2962
Denmark,Urban,EG,2022-11-01,f,60,10,18796,48,39882
Egypt,Urban,EG,2022-11-01,f,60,10,19424,496,33602
Afghanistan,Rural,EG,2022-11-01,f,60,10,9913,368,42609
Brazil,Rural,EG,2022-11-01,f,60,10,932,331,8783
Canada,Rural,EG,2022-11-01,f,60,10,4795,192,40193
Denmark,Rural,EG,2022-11-01,f,60,10,11319,81,34380
Egypt,Rural,EG,2022-11-01,f,60,10,8297,264,42088
Afghanistan,All,AF,2022-12-01,f,60,10,13449,118,12467
Brazil,All,AF,2022-12-01,f,60,10,11454,494,2594
Canada,All,AF,2022-12-01,f,60,10,9034,499,16065
Denmark,All,AF,2022-12-01,f,60,10,10514,286,6093
Egypt,All,AF,2022-12-01,f,60,10,12559,212,40875
Afghanistan,Urban,AF,2022-12-01,f,60,10,14921,42,49179
Brazil,Urban,AF,2022-12-01,f,60,10,667,322,48040
Canada,Urban,AF,2022-12-01,f,60,10,485,341,40046
Denmark,Urban,AF,2022-12-01,f,60,10,10668,107,12327
Egypt,Urban,AF,2022-12-01,f,60,10,551,421,40991
Afghanistan,Rural,AF,2022-12-01,f,60,10,1506,270,41395
Brazil,Rural,AF,2022-12-01,f,60,10,13059,398,22821
Canada,Rural,AF,2022-12-01,f,60,10,7248,413,17710
Denmark,Rural,AF,2022-12-01,f,60,10,14686,269,35964
Egypt,Rural,AF,2022-12-01,f,60,10,1840,405,10271
Afghanistan,All,BR,2022-12-01,f,60,10,8589,201,20173
Brazil,All,BR,2022-12-01,f,60,10,993,185,23040
Canada,All,BR,2022-12-01,f,60,10,5313,210,46644
Denmark,All,BR,2022-12-01,f,60,10,3638,38,16082
Egypt,All,BR,2022-12-01,f,60,10,2368,206,31187
Afghanistan,Urban,BR,2022-12-01,f,60,10,16418,323,49058
Brazil,Urban,BR,2022-12-01,f,60,10,14272,218,35199
Canada,Urban,BR,2022-12-01,f,60,10,11170,481,46457
Denmark,Urban,BR,2022-12-01,f,60,10,8424,159,1598
Egypt,Urban,BR,2022-12-01,f,60,10,12212,243,24164
Afghanistan,Rural,BR,2022-12-01,f,60,10,14718,301,5667
Brazil,Rural,BR,2022-12-01,f,60,10,2592,420,34260
Canada,Rural,BR,2022-12-01,f,60,10,6257,493,26718
Denmark,Rural,BR,2022-12-01,f,60,10,11215,358,31179
Egypt,Rural,BR,2022-12-01,f,60,10,8149,150,48789
Afghanistan,All,CA,2022-12-01,f,60,10,7144,136,7395
Brazil,All,CA,2022-12-01,f,60,10,12683,230,4975
Canada,All,CA,2022-12-01,f,60,10,17051,257,48645
Denmark,All,CA,2022-12-01,f,60,10,8442,90,14835
Egypt,All,CA,2022-12-01,f,60,10,12027,15,21601
Afghanistan,Urban,CA,2022-12-01,f,60,10,10288,234,46574
Brazil,Urban,CA,2022-12-01,f,60,10,2887,321,38403
Canada,Urban,CA,2022-12-01,f,60,10,17978,119,44473
Denmark,Urban,CA,2022-12-01,f,60,10,3490,55,3833
Egypt,Urban,CA,2022-12-01,f,60,10,15919,478,31602
Afghanistan,Rural,CA,2022-12-01,f,60,10,10965,115,142
Brazil,Rural,CA,2022-12-01,f,60,10,5061,93,1489
Canada,Rural,CA,2022-12-01,f,60,10,6482,41,25686
Denmark,Rural,CA,2022-12-01,f,60,10,12208,352,12799
Egypt,Rural,CA,2022-12-01,f,60,10,14789,262,26240
Afghanistan,All,DK,2022-12-01,f,60,10,15418,39,14991
Brazil,All,DK,2022-12-01,f,60,10,18936,115,13383
Canada,All,DK,2022-12-01,f,60,10,19912,289,40112
Denmark,All,DK,2022-12-01,f,60,10,7436,218,45533
Egypt,All,DK,2022-12-01,f,60,10,14217,226,22496
Afghanistan,Urban,DK,2022-12-01,f,60,10,3778,95,7260
Brazil,Urban,DK,2022-12-01,f,60,10,14559,48,8261
Canada,Urban,DK,2022-12-01,f,60,10,15846,437,19577
Denmark,Urban,DK,2022-12-01,f,60,10,17315,483,9271
Egypt,Urban,DK,2022-12-01,f,60,10,19817,423,29713
Afghanistan,Rural,DK,2022-12-01,f,60,10,1814,232,20960
Brazil,Rural,DK,2022-12-01,f,60,10,10219,130,31378
Canada,Rural,DK,2022-12-01,f,60,10,17565,125,45225
Denmark,Rural,DK,2022-12-01,f,60,10,13470,140,6619
Egypt,Rural,DK,2022-12-01,f,60,10,4553,169,36642
Afghanistan,All,EG,2022-12-01,f,60,10,19129,129,30047
Brazil,All,EG,2022-12-01,f,60,10,5233,112,36154
Canada,All,EG,2022-12-01,f,60,10,9727,261,41957
Denmark,All,EG,2022-12-01,f,60,10,14688,473,41453
Egypt,All,EG,2022-12-01,f,60,10,4697,47,46079
Afghanistan,Urban,EG,2022-12-01,f,60,10,2418,79,23712
Brazil,Urban,EG,2022-12-01,f,60,10,14397,266,10925
Canada,Urban,EG,2022-12-01,f,60,10,19772,171,4205
Denmark,Urban,EG,2022-12-01,f,60,10,8380,116,7414
Egypt,Urban,EG,2022-12-01,f,60,10,578,220,29506
Afghanistan,Rural,EG,2022-12-01,f,60,10,925,187,19605
Brazil,Rural,EG,2022-12-01,f,60,10,13579,90,1718
Canada,Rural,EG,2022-12-01,f,60,10,10378,153,39935
Denmark,Rural,EG,2022-12-01,f,60,10,8474,131,23175
Egypt,Rural,EG,2022-12-01,f,60,10,5069,160,44066
Afghanistan,All,AF,2022-01-01,b,70,10,10593,21,45341
Brazil,All,AF,2022-01-01,b,70,10,18859,51,33968
Canada,All,AF,2022-01-01,b,70,10,12039,347,31898
Denmark,All,AF,2022-01-01,b,70,10,13566,230,38595
Egypt,All,AF,2022-01-01,b,70,10,1575,106,3362
Afghanistan,Urban,AF,2022-01-01,b,70,10,9708,420,32282
Brazil,Urban,AF,2022-01-01,b,70,10,3640,382,1759
Canada,Urban,AF,2022-01-01,b,70,10,19095,329,4768
Denmark,Urban,AF,2022-01-01,b,70,10,17155,262,43667
Egypt,Urban,AF,2022-01-01,b,70,10,10419,141,18342
Afghanistan,Rural,AF,2022-01-01,b,70,10,14137,363,5158
Brazil,Rural,AF,2022-01-01,b,70,10,12157,187,46328
Canada,Rural,AF,2022-01-01,b,70,10,19740,318,2092
Denmark,Rural,AF,2022-01-01,b,70,10,14466,320,16612
Egypt,Rural,AF,2022-01-01,b,70,10,13971,204,49725
Afghanistan,All,BR,2022-01-01,b,70,10,19003,252,10626
Brazil,All,BR,2022-01-01,b,70,10,7490,159,33843
Canada,All,BR,2022-01-01,b,70,10,10202,24,36020
Denmark,All,BR,2022-01-01,b,70,10,12142,8,18517
Egypt,All,BR,2022-01-01,b,70,10,5283,186,8809
Afghanistan,Urban,BR,2022-01-01,b,70,10,14034,309,40390
Brazil,Urban,BR,2022-01-01,b,70,10,6168,92,33064
Canada,Urban,BR,2022-01-01,b,70,10,17628,28,13128
Denmark,Urban,BR,2022-01-01,b,70,10,8344,387,17421
Egypt,Urban,BR,2022-01-01,b,70,10,3048,367,45767
Afghanistan,Rural,BR,2022-01-01,b,70,10,2428,344,35158
Brazil,Rural,BR,2022-01-01,b,70,10,19706,387,41338
Canada,Rural,BR,2022-01-01,b,70,10,6307,310,5768
Denmark,Rural,BR,2022-01-01,b,70,10,6393,400,10595
Egypt,Rural,BR,2022-01-01,b,70,10,3890,24,10414
Afghanistan,All,CA,2022-01-01,b,70,10,2411,102,40059
Brazil,All,CA,2022-01-01,b,70,10,4626,343,38597
Canada,All,CA,2022-01-01,b,70,10,13857,235,45710
Denmark,All,CA,2022-01-01,b,70,10,14188,394,38810
Egypt,All,CA,2022-01-01,b,70,10,10478,48,47300
Afghanistan,Urban,CA,2022-01-01,b,70,10,11024,137,12924
Brazil,Urban,CA,2022-01-01,b,70,10,17211,165,22823
Canada,Urban,CA,2022-01-01,b,70,10,13127,121,38176
Denmark,Urban,CA,2022-01-01,b,70,10,936,271,5061
Egypt,Urban,CA,2022-01-01,b,70,10,10936,275,39359
Afghanistan,Rural,CA,2022-01-01,b,70,10,11303,92,12521
Brazil,Rural,CA,2022-01-01,b,70,10,19512,449,17403
Canada,Rural,CA,2022-01-01,b,70,10,10652,139,16489
Denmark,Rural,CA,2022-01-01,b,70,10,5547,40,16473
Egypt,Rural,CA,2022-01-01,b,70,10,3651,110,18983
Afghanistan,All,DK,2022-01-01,b,70,10,7727,136,24909
Brazil,All,DK,2022-01-01,b,70,10,5862,128,46859
Canada,All,DK,2022-01-01,b,70,10,14851,388,20674
Denmark,All,DK,2022-01-01,b,70,10,6808,108,18524
Egypt,All,DK,2022-01-01,b,70,10,9462,126,10403
Afghanistan,Urban,DK,2022-01-01,b,70,10,12519,30,26121
Brazil,Urban,DK,2022-01-01,b,70,10,4741,230,12025
Canada,Urban,DK,2022-01-01,b,70,10,7198,338,17935
Denmark,Urban,DK,2022-01-01,b,70,10,4831,397,18904
Egypt,Urban,DK,2022-01-01,b,70,10,7706,160,13366
Afghanistan,Rural,DK,2022-01-01,b,70,10,1035,463,17904
Brazil,Rural,DK,2022-01-01,b,70,10,14562,238,3069
Canada,Rural,DK,2022-01-01,b,70,10,3668,260,45611
Denmark,Rural,DK,2022-01-01,b,70,10,9592,317,35641
Egypt,Rural,DK,2022-01-01,b,70,10,5821,334,14907
Afghanistan,All,EG,2022-01-01,b,70,10,18133,118,13431
Brazil,All,EG,2022-01-01,b,70,10,4389,349,2266
Canada,All,EG,2022-01-01,b,70,10,11303,351,15963
Denmark,All,EG,2022-01-01,b,70,10,16123,434,5884
Egypt,All,EG,2022-01-01,b,70,10,2151,274,41216
Afghanistan,Urban,EG,2022-01-01,b,70,10,13282,259,16664
Brazil,Urban,EG,2022-01-01,b,70,10,778,326,8210
Canada,Urban,EG,2022-01-01,b,70,10,18426,78,19606
Denmark,Urban,EG,2022-01-01,b,70,10,6405,33,43667
Egypt,Urban,EG,2022-01-01,b,70,10,19618,164,23560
Afghanistan,Rural,EG,2022-01-01,b,70,10,6609,350,18390
Brazil,Rural,EG,2022-01-01,b,70,10,10749,130,13378
Canada,Rural,EG,2022-01-01,b,70,10,10626,62,15345
Denmark,Rural,EG,2022-01-01,b,70,10,6890,7,2437
Egypt,Rural,EG,2022-01-01,b,70,10,5819,420,28270
Afghanistan,All,AF,2022-02-01,b,70,10,11688,24,28174
Brazil,All,AF,2022-02-01,b,70,10,5857,427,44414
Canada,All,AF,2022-02-01,b,70,10,7728,380,2070
Denmark,All,AF,2022-02-01,b,70,10,14902,283,45771
Egypt,All,AF,2022-02-01,b,70,10,8532,16,47233
Afghanistan,Urban,AF,2022-02-01,b,70,10,5889,492,8548
Brazil,Urban,AF,2022-02-01,b,70,10,241,231,44186
Canada,Urban,AF,2022-02-01,b,70,10,5929,215,39716
Denmark,Urban,AF,2022-02-01,b,70,10,15310,351,5489
Egypt,Urban,AF,2022-02-01,b,70,10,13127,279,12659
Afghanistan,Rural,AF,2022-02-01,b,70,10,13299,57,25166
Brazil,Rural,AF,2022-02-01,b,70,10,2942,472,4585
Canada,Rural,AF,2022-02-01,b,70,10,16109,308,26659
Denmark,Rural,AF,2022-02-01,b,70,10,5282,479,37250
Egypt,Rural,AF,2022-02-01,b,70,10,8839,420,21031
Afghanistan,All,BR,2022-02-01,b,70,10,9617,341,10960
Brazil,All,BR,2022-02-01,b,70,10,12582,91,14250
Canada,All,BR,2022-02-01,b,70,10,2511,212,17708
Denmark,All,BR,2022-02-01,b,70,10,17398,180,22752
Egypt,All,BR,2022-02-01,b,70,10,12568,246,40311
Afghanistan,Urban,BR,2022-02-01,b,70,10,11373,431,25540
Brazil,Urban,BR,2022-02-01,b,70,10,17483,168,7720
Canada,Urban,BR,2022-02-01,b,70,10,2820,456,28939
Denmark,Urban,BR,2022-02-01,b,70,10,812,56,46569
Egypt,Urban,BR,2022-02-01,b,70,10,14309,183,5241
Afghanistan,Rural,BR,2022-02-01,b,70,10,16911,464,44178
Brazil,Rural,BR,2022-02-01,b,70,10,14417,44,16492
Canada,Rural,BR,2022-02-01,b,70,10,9328,26,49533
Denmark,Rural,BR,2022-02-01,b,70,10,19324,207,7515
Egypt,Rural,BR,2022-02-01,b,70,10,18504,427,37721
Afghanistan,All,CA,2022-02-01,b,70,10,12032,457,23191
Brazil,All,CA,2022-02-01,b,70,10,16554,26,28108
Canada,All,CA,2022-02-01,b,70,10,5750,130,38604
Denmark,All,CA,2022-02-01,b,70,10,1534,150,37514
Egypt,All,CA,2022-02-01,b,70,10,18738,86,25620
Afghanistan,Urban,CA,2022-02-01,b,70,10,5577,146,35949
Brazil,Urban,CA,2022-02-01,b,70,10,19743,83,42944
Canada,Urban,CA,2022-02-01,b,70,10,8588,308,42042
Denmark,Urban,CA,2022-02-01,b,70,10,4594,182,16436
Egypt,Urban,CA,2022-02-01,b,70,10,15748,422,16633
Afghanistan,Rural,CA,2022-02-01,b,70,10,5406,68,44594
Brazil,Rural,CA,2022-02-01,b,70,10,17677,167,12281
Canada,Rural,CA,2022-02-01,b,70,10,13404,182,31320
Denmark,Rural,CA,2022-02-01,b,70,10,19188,370,49831
Egypt,Rural,CA,2022-02-01,b,70,10,6741,242,33807
Afghanistan,All,DK,2022-02-01,b,70,10,4405,366,7034
Brazil,All,DK,2022-02-01,b,70,10,16762,365,29360
Canada,All,DK,2022-02-01,b,70,10,3107,346,14814
Denmark,All,DK,2022-02-01,b,70,10,5605,464,23406
Egypt,All,DK,2022-02-01,b,70,10,17717,323,37531
Afghanistan,Urban,DK,2022-02-01,b,70,10,10361,65,28417
Brazil,Urban,DK,2022-02-01,b,70,10,15355,370,796
Canada,Urban,DK,2022-02-01,b,70,10,6837,117,2636
Denmark,Urban,DK,2022-02-01,b,70,10,11798,245,36749
Egypt,Urban,DK,2022-02-01,b,70,10,6305,289,22005
Afghanistan,Rural,DK,2022-02-01,b,70,10,14837,452,3749
Brazil,Rural,DK,2022-02-01,b,70,10,19951,48,34398
Canada,Rural,DK,2022-02-01,b,70,10,19000,76,11268
Denmark,Rural,DK,2022-02-01,b,70,10,19090,431,25402
Egypt,Rural,DK,2022-02-01,b,70,10,5652,99,28302
Afghanistan,All,EG,2022-02-01,b,70,10,2429,139,9030
Brazil,All,EG,2022-02-01,b,70,10,7831,52,19094
Canada,All,EG,2022-02-01,b,70,10,13695,112,9807
Denmark,All,EG,2022-02-01,b,70,10,6621,291,28484
Egypt,All,EG,2022-02-01,b,70,10,794,456,8362
Afghanistan,Urban,EG,2022-02-01,b,70,10,3412,68,21729
Brazil,Urban,EG,2022-02-01,b,70,10,1317,460,34885
Canada,Urban,EG,2022-02-01,b,70,10,9746,442,41441
Denmark,Urban,EG,2022-02-01,b,70,10,15678,110,27685
Egypt,Urban,EG,2022-02-01,b,70,10,3391,173,45974
Afghanistan,Rural,EG,2022-02-01,b,70,10,3815,137,23116
Brazil,Rural,EG,2022-02-01,b,70,10,3353,499,35453
Canada,Rural,EG,2022-02-01,b,70,10,4303,324,6271
Denmark,Rural,EG,2022-02-01,b,70,10,11605,242,16101
Egypt,Rural,EG,2022-02-01,b,70,10,14507,56,37822
Afghanistan,All,AF,2022-03-01,b,70,10,10396,396,26650
Brazil,All,AF,2022-03-01,b,70,10,7390,16,15276
Canada,All,AF,2022-03-01,b,70,10,18435,330,17799
Denmark,All,AF,2022-03-01,b,70,10,19988,353,38219
Egypt,All,AF,2022-03-01,b,70,10,4697,483,42754
Afghanistan,Urban,AF,2022-03-01,b,70,10,14553,192,16966
Brazil,Urban,AF,2022-03-01,b,70,10,1869,180,12087
Canada,Urban,AF,2022-03-01,b,70,10,14766,160,26396
Denmark,Urban,AF,2022-03-01,b,70,10,4366,21,28587
Egypt,Urban,AF,2022-03-01,b,70,10,8535,467,14458
