Country,Region,Date,Sex,Age,Cases,Deaths,Tests,CFR
Canada,Urban,2022-08-01,m,30,3887,75,49634,1.9295086184718293
Canada,Rural,2022-08-01,m,30,13869,294,39417,2.119835604585767
Canada,Urban,2022-08-01,m,30,5650,188,2867,3.327433628318584
Canada,Rural,2022-08-01,m,30,4966,306,19960,6.1619009262988325
Canada,Urban,2022-09-01,m,30,471,189,18404,40.12738853503185
Canada,Rural,2022-09-01,m,30,1245,277,4157,22.248995983935743
Canada,Urban,2022-09-01,m,30,4643,52,41787,1.1199655395218608
Canada,Rural,2022-09-01,m,30,8056,12,35989,0.14895729890764647
Canada,Urban,2022-09-01,m,30,11483,182,45940,1.5849516676826614
Canada,Rural,2022-09-01,m,30,5416,278,26887,5.132939438700148
Canada,Rural,2022-09-01,m,30,14457,250,32913,1.7292660994673863
Canada,Urban,2022-09-01,m,30,11152,387,45269,3.4702295552367284
Canada,Rural,2022-09-01,m,30,19681,129,19893,0.6554544992632488
Canada,Urban,2022-10-01,m,30,14154,230,32975,1.6249823371485093
Canada,Rural,2022-10-01,m,30,6241,349,12088,5.59205255568018
Canada,Urban,2022-10-01,m,30,7866,321,38087,4.080854309687262
Canada,Rural,2022-10-01,m,30,9986,378,36209,3.785299419186862
Canada,Urban,2022-10-01,m,30,14248,22,37009,0.154407636159461
Canada,Rural,2022-10-01,m,30,11318,330,46916,2.915709489309065
Canada,Urban,2022-10-01,m,30,1575,75,39771,4.761904761904762
Canada,Rural,2022-10-01,m,30,3399,246,577,7.237422771403354
Canada,Urban,2022-10-01,m,30,10098,8,37924,0.07922360863537334
Canada,Rural,2022-10-01,m,30,12063,307,37000,2.5449722291303987
Canada,Urban,2022-11-01,m,30,8060,484,40665,6.004962779156328
Canada,Rural,2022-11-01,m,30,8643,74,1715,0.8561841953025571
Canada,Urban,2022-11-01,m,30,9007,474,39291,5.26257355390252
Canada,Urban,2022-11-01,m,30,15858,349,37252,2.2007819397149704
Canada,Rural,2022-11-01,m,30,9013,83,31677,0.9208920448241429
Canada,Urban,2022-11-01,m,30,9413,375,2785,3.983852119409328
Canada,Rural,2022-11-01,m,30,7849,153,10578,1.949292903554593
Canada,Urban,2022-11-01,m,30,2749,303,28345,11.02218988723172
Canada,Rural,2022-11-01,m,30,1561,195,38558,12.491992312620114
Canada,Urban,2022-12-01,m,30,11512,481,9328,4.178248783877693
Canada,Rural,2022-12-01,m,30,6704,320,19012,4.77326968973747
Canada,Urban,2022-12-01,m,30,17994,181,48795,1.005890852506391
Canada,Rural,2022-12-01,m,30,11075,387,1174,3.494356659142212
Canada,Urban,2022-12-01,m,30,3655,211,19981,5.772913816689466
Canada,Rural,2022-12-01,m,30,5581,361,17629,6.4683748432180614
Canada,Urban,2022-12-01,m,30,358,349,15091,97.48603351955308
Canada,Rural,2022-12-01,m,30,11863,435,5665,3.6668633566551465
Canada,Urban,2022-12-01,m,30,14139,324,15192,2.2915340547422023
Canada,Rural,2022-12-01,m,30,14931,454,13024,3.0406536735650658
Canada,Urban,2022-01-01,f,30,4684,431,28131,9.201537147736977
Canada,Rural,2022-01-01,f,30,15519,480,48260,3.092982795283201
Canada,Urban,2022-01-01,f,30,11235,242,19442,2.1539830885625277
Canada,Rural,2022-01-01,f,30,3138,384,45798,12.237093690248566
Canada,Urban,2022-01-01,f,30,11041,424,29111,3.8402318630558825
Canada,Rural,2022-01-01,f,30,9804,38,14036,0.3875968992248062
Canada,Urban,2022-01-01,f,30,8234,495,9730,6.011658974981783
Canada,Rural,2022-01-01,f,30,15739,462,11856,2.935383442404219
Canada,Urban,2022-01-01,f,30,16605,430,26736,2.5895814513700692
Canada,Rural,2022-01-01,f,30,5133,321,3431,6.253652834599649
Canada,Urban,2022-02-01,f,30,6933,202,47197,2.913601615462282
Canada,Rural,2022-02-01,f,30,16352,99,19176,0.6054305283757339
Canada,Urban,2022-02-01,f,30,1878,313,7112,16.666666666666664
Canada,Rural,2022-02-01,f,30,445,130,23110,29.213483146067414
Canada,Urban,2022-02-01,f,30,12541,487,26062,3.8832628976955585
Canada,Rural,2022-02-01,f,30,10204,458,18758,4.48843590748726
Canada,Urban,2022-02-01,f,30,6925,492,23548,7.104693140794224
Canada,Rural,2022-02-01,f,30,15196,496,14417,3.264016846538563
Canada,Urban,2022-02-01,f,30,12089,10,26816,0.08271982794275788
Canada,Rural,2022-02-01,f,30,4451,172,26032,3.8643001572680293
Canada,Urban,2022-03-01,f,30,16956,37,9352,0.21821184241566405
Canada,Rural,2022-03-01,f,30,747,315,38784,42.168674698795186
Canada,Urban,2022-03-01,f,30,4630,489,49504,10.561555075593953
Canada,Rural,2022-03-01,f,30,3913,331,18523,8.458982877587529
Canada,Urban,2022-03-01,f,30,19099,35,48308,0.18325566783601235
Canada,Rural,2022-03-01,f,30,5594,277,22037,4.951734000715051
Canada,Urban,2022-03-01,f,30,11183,360,15605,3.2191719574353934
Canada,Rural,2022-03-01,f,30,9175,343,1013,3.73841961852861
Canada,Urban,2022-03-01,f,30,849,342,17794,40.282685512367486
Canada,Rural,2022-03-01,f,30,749,262,30541,34.979973297730304
Canada,Urban,2022-04-01,f,30,17236,444,3983,2.5760037131585056
Canada,Rural,2022-04-01,f,30,10506,289,2966,2.750809061488673
Canada,Urban,2022-04-01,f,30,1484,458,15436,30.862533692722373
Canada,Rural,2022-04-01,f,30,9735,278,46190,2.8556753980482794
Canada,Urban,2022-04-01,f,30,10576,439,7346,4.150907715582451
Canada,Rural,2022-04-01,f,30,7223,212,46901,2.935068531081268
Canada,Urban,2022-04-01,f,30,6561,196,19829,2.9873494894071024
Canada,Rural,2022-04-01,f,30,5727,66,49656,1.1524358302776323
Canada,Urban,2022-04-01,f,30,16003,393,19652,2.455789539461351
Canada,Rural,2022-04-01,f,30,2588,64,12412,2.472952086553323
Canada,Urban,2022-05-01,f,30,15938,378,6221,2.3716902999121596
Canada,Rural,2022-05-01,f,30,7548,345,32420,4.5707472178060415
Canada,Urban,2022-05-01,f,30,19717,216,23187,1.0955013440178527
Canada,Rural,2022-05-01,f,30,16007,204,49068,1.2744424314362466
Canada,Urban,2022-05-01,f,30,11545,415,5021,3.594629709831096
Canada,Rural,2022-05-01,f,30,1747,149,43254,8.528906697195191
Canada,Urban,2022-05-01,f,30,7124,40,22691,0.5614823133071308
Canada,Rural,2022-05-01,f,30,11807,219,11584,1.85483187939358
Canada,Urban,2022-05-01,f,30,19487,405,48381,2.0783086160004105
Canada,Rural,2022-05-01,f,30,11927,333,129,2.791984572817976
Canada,Urban,2022-06-01,f,30,15361,435,6386,2.8318468849684266
Canada,Rural,2022-06-01,f,30,14866,276,11553,1.8565854971074935
Canada,Urban,2022-06-01,f,30,15969,181,5021,1.1334460517252176
Canada,Rural,2022-06-01,f,30,12409,120,42650,0.9670400515754695
Canada,Urban,2022-06-01,f,30,11471,194,5545,1.6912213407723826
Canada,Rural,2022-06-01,f,30,13656,107,7899,0.7835383714118337
Canada,Urban,2022-06-01,f,30,2669,455,11237,17.04758336455601
Canada,Rural,2022-06-01,f,30,3188,28,6886,0.8782936010037641
Canada,Urban,2022-06-01,f,30,1600,282,21495,17.625
Canada,Rural,2022-06-01,f,30,19501,203,36392,1.0409722578329317
Canada,Urban,2022-07-01,f,30,10973,32,20191,0.291624897475622
Canada,Rural,2022-07-01,f,30,3005,230,47443,7.653910149750416
Canada,Urban,2022-07-01,f,30,12346,176,16537,1.4255629353636805
Canada,Rural,2022-07-01,f,30,15430,207,45107,1.3415424497731692
Canada,Urban,2022-07-01,f,30,7223,142,29029,1.9659421293091512
Canada,Rural,2022-07-01,f,30,18269,59,46612,0.3229514478077618
Canada,Urban,2022-07-01,f,30,16231,483,36382,2.97578707411743
Canada,Rural,2022-07-01,f,30,4718,105,25759,2.225519287833828
Canada,Urban,2022-07-01,f,30,17728,412,46062,2.3240072202166067
Canada,Rural,2022-07-01,f,30,2062,52,29602,2.521823472356935
Canada,Urban,2022-08-01,f,30,4534,376,8082,8.292898103220114
Canada,Rural,2022-08-01,f,30,9739,143,39460,1.468323236471917
Canada,Urban,2022-08-01,f,30,13521,281,32499,2.0782486502477626
Canada,Rural,2022-08-01,f,30,16802,159,14920,0.946315914772051
Canada,Urban,2022-08-01,f,30,5823,48,4009,0.8243173621844411
Canada,Rural,2022-08-01,f,30,9567,247,18160,2.581791575206439
Canada,Urban,2022-08-01,f,30,17645,304,20912,1.7228676678945878
Canada,Rural,2022-08-01,f,30,11720,275,41308,2.3464163822525594
Canada,Urban,2022-08-01,f,30,1606,210,27329,13.07596513075965
Canada,Rural,2022-08-01,f,30,17316,200,7731,1.1550011550011552
Canada,Urban,2022-09-01,f,30,8163,298,27181,3.6506186451059657
Canada,Rural,2022-09-01,f,30,15576,276,41067,1.7719568567026194
Canada,Urban,2022-09-01,f,30,14519,167,49240,1.1502169570907086
Canada,Rural,2022-09-01,f,30,19293,125,14509,0.6479033846472814
Canada,Urban,2022-09-01,f,30,14485,10,32228,0.06903693476009665
Canada,Rural,2022-09-01,f,30,19955,444,40423,2.225006264094212
Canada,Urban,2022-09-01,f,30,15982,269,45570,1.6831435364785385
Canada,Rural,2022-09-01,f,30,8438,403,21728,4.776013273287509
Canada,Urban,2022-09-01,f,30,8544,213,45705,2.4929775280898876
Canada,Rural,2022-09-01,f,30,12666,361,10278,2.8501500078951523
Canada,Urban,2022-10-01,f,30,4931,345,34600,6.996552423443521
Canada,Rural,2022-10-01,f,30,13973,297,12756,2.1255278036212695
Canada,Urban,2022-10-01,f,30,2368,494,12903,20.861486486486484
Canada,Rural,2022-10-01,f,30,5837,254,12474,4.351550454000343
Canada,Urban,2022-10-01,f,30,5689,234,4888,4.113200914044648
Canada,Rural,2022-10-01,f,30,18736,40,17393,0.2134927412467976
Canada,Urban,2022-10-01,f,30,18943,82,33501,0.43287758010874733
Canada,Rural,2022-10-01,f,30,4112,71,38247,1.7266536964980546
Canada,Urban,2022-10-01,f,30,10077,202,45593,2.0045648506499947
Canada,Rural,2022-10-01,f,30,10772,424,30498,3.9361307092461937
Canada,Urban,2022-11-01,f,30,16621,453,31454,2.725467781721918
Canada,Rural,2022-11-01,f,30,1539,222,35924,14.42495126705653
Canada,Urban,2022-11-01,f,30,7812,193,3463,2.470558115719406
Canada,Rural,2022-11-01,f,30,5251,405,44100,7.712816606360693
Canada,Urban,2022-11-01,f,30,8566,380,29107,4.436142890497314
Canada,Rural,2022-11-01,f,30,6423,417,34520,6.492293320878094
Canada,Urban,2022-11-01,f,30,19078,407,7363,2.133347311038893
Canada,Rural,2022-11-01,f,30,2547,158,38195,6.203376521397723
Canada,Urban,2022-11-01,f,30,4019,467,47567,11.619805921871112
Canada,Rural,2022-11-01,f,30,6228,191,26725,3.06679511881824
Canada,Urban,2022-12-01,f,30,19448,156,23343,0.8021390374331552
Canada,Rural,2022-12-01,f,30,5404,451,929,8.345669874167283
Canada,Urban,2022-12-01,f,30,15112,367,3801,2.428533615669666
Canada,Rural,2022-12-01,f,30,17570,43,26962,0.24473534433693797
Canada,Urban,2022-12-01,f,30,14582,299,43034,2.050473186119874
Canada,Rural,2022-12-01,f,30,14449,317,7661,2.1939234549103745
Canada,Urban,2022-12-01,f,30,10557,12,21050,0.11366865586814436
Canada,Rural,2022-12-01,f,30,3784,360,34144,9.513742071881607
Canada,Urban,2022-12-01,f,30,3748,491,31465,13.100320170757737
Canada,Rural,2022-12-01,f,30,3975,19,37514,0.4779874213836478
Canada,Urban,2022-01-01,m,40,17456,145,16458,0.830659945004583
Canada,Rural,2022-01-01,m,40,7009,413,35419,5.892424026251962
Canada,Urban,2022-01-01,m,40,10204,57,39316,0.5586044688357507
Canada,Rural,2022-01-01,m,40,13060,292,13463,2.23583460949464
Canada,Urban,2022-01-01,m,40,12657,438,36400,3.46053567196018
Canada,Rural,2022-01-01,m,40,9144,72,15354,0.7874015748031495
Canada,Urban,2022-01-01,m,40,12661,273,33940,2.1562277861148407
Canada,Rural,2022-01-01,m,40,2086,414,48640,19.846596356663472
Canada,Urban,2022-01-01,m,40,5804,210,27043,3.618194348725017
Canada,Rural,2022-01-01,m,40,6758,287,20824,4.24681858538029
Canada,Urban,2022-02-01,m,40,4238,189,46037,4.459650778669184
Canada,Rural,2022-02-01,m,40,1593,80,49141,5.021971123666039
Canada,Urban,2022-02-01,m,40,4499,14,31178,0.31118026228050677
Canada,Rural,2022-02-01,m,40,11280,324,13757,2.872340425531915
Canada,Urban,2022-02-01,m,40,12816,474,15300,3.698501872659176
Canada,Rural,2022-02-01,m,40,6400,179,2860,2.796875
Canada,Urban,2022-02-01,m,40,12956,46,22919,0.35504785427601115
Canada,Rural,2022-02-01,m,40,2616,462,33473,17.660550458715598
Canada,Urban,2022-02-01,m,40,5316,96,11612,1.805869074492099
Canada,Rural,2022-02-01,m,40,5027,317,40589,6.305947881440223
Canada,Urban,2022-03-01,m,40,17992,102,24369,0.5669186305024455
Canada,Rural,2022-03-01,m,40,5398,363,14941,6.72471285661356
Canada,Urban,2022-03-01,m,40,2100,495,17858,23.57142857142857
Canada,Rural,2022-03-01,m,40,2443,67,3101,2.7425296766270977
Canada,Urban,2022-03-01,m,40,3025,223,41095,7.371900826446281
Canada,Rural,2022-03-01,m,40,3102,200,38846,6.447453255963895
Canada,Urban,2022-03-01,m,40,17885,487,48421,2.722952194576461
Canada,Rural,2022-03-01,m,40,18606,429,39504,2.3057078361818766
Canada,Urban,2022-03-01,m,40,8652,214,9093,2.473416551086454
Canada,Rural,2022-03-01,m,40,4316,50,36487,1.1584800741427248
Canada,Urban,2022-04-01,m,40,15732,485,15611,3.0828883803712177
Canada,Rural,2022-04-01,m,40,14195,73,14556,0.5142655864741106
Canada,Urban,2022-04-01,m,40,6028,396,16639,6.569343065693431
Canada,Rural,2022-04-01,m,40,12656,129,2549,1.0192793931731985
Canada,Urban,2022-04-01,m,40,19434,253,47206,1.3018421323453742
Canada,Rural,2022-04-01,m,40,1936,474,24597,24.483471074380166
Canada,Urban,2022-04-01,m,40,12032,335,20708,2.784242021276596
Canada,Rural,2022-04-01,m,40,10964,21,10212,0.19153593578985773
Canada,Urban,2022-04-01,m,40,18094,181,41188,1.0003316016359014
Canada,Rural,2022-04-01,m,40,12466,67,19418,0.537461896358094
Canada,Urban,2022-05-01,m,40,3238,189,25440,5.836936380481779
Canada,Rural,2022-05-01,m,40,9363,387,32656,4.133290611983339
Canada,Urban,2022-05-01,m,40,18991,130,21842,0.6845347796324575
Canada,Rural,2022-05-01,m,40,2715,342,38266,12.596685082872927
Canada,Urban,2022-05-01,m,40,4948,209,20188,4.223928860145514
Canada,Rural,2022-05-01,m,40,10875,276,44128,2.5379310344827584
Canada,Urban,2022-05-01,m,40,12820,206,32352,1.606864274570983
Canada,Rural,2022-05-01,m,40,2760,450,28734,16.304347826086957
Canada,Urban,2022-05-01,m,40,7160,232,20243,3.2402234636871508
Canada,Rural,2022-05-01,m,40,14674,224,43610,1.5265094725364592
Canada,Urban,2022-06-01,m,40,2626,210,35702,7.996953541507996
Canada,Rural,2022-06-01,m,40,18832,295,44900,1.5664825828377231
Canada,Urban,2022-06-01,m,40,14952,111,8590,0.7423756019261638
Canada,Rural,2022-06-01,m,40,8716,205,2673,2.351996328591097
Canada,Urban,2022-06-01,m,40,13926,264,12773,1.8957345971563981
Canada,Rural,2022-06-01,m,40,15615,474,47511,3.0355427473583094
Canada,Urban,2022-06-01,m,40,13369,414,45823,3.0967162839404594
Canada,Rural,2022-06-01,m,40,6021,445,22519,7.3907988706194985
Canada,Urban,2022-06-01,m,40,15947,107,2171,0.670972596726657
Canada,Rural,2022-06-01,m,40,7240,93,41162,1.2845303867403315
Canada,Urban,2022-07-01,m,40,19425,244,372,1.2561132561132562
Canada,Rural,2022-07-01,m,40,1153,435,22970,37.72766695576756
Canada,Urban,2022-07-01,m,40,14976,281,41694,1.87633547008547
Canada,Rural,2022-07-01,m,40,1587,418,47026,26.339004410838058
Canada,Urban,2022-07-01,m,40,19119,48,1502,0.2510591558135886
Canada,Rural,2022-07-01,m,40,15091,473,21312,3.1343184679610365
Canada,Urban,2022-07-01,m,40,15315,336,1744,2.1939275220372183
Canada,Rural,2022-07-01,m,40,8362,70,24116,0.8371203061468548
Canada,Urban,2022-07-01,m,40,17506,27,38783,0.1542328344567577
Canada,Rural,2022-07-01,m,40,1621,216,6919,13.325107958050586
Canada,Urban,2022-08-01,m,40,15608,277,44135,1.774730907227063
Canada,Rural,2022-08-01,m,40,9432,345,44734,3.657760814249364
Canada,Urban,2022-08-01,m,40,10783,443,3001,4.108318649726421
Canada,Rural,2022-08-01,m,40,4405,188,13236,4.267877412031782
Canada,Urban,2022-08-01,m,40,15023,1,45472,0.006656460094521733
Canada,Rural,2022-08-01,m,40,2708,216,103,7.976366322008863
Canada,Urban,2022-08-01,m,40,2677,225,26300,8.404930892790437
Canada,Rural,2022-08-01,m,40,16341,166,5781,1.0158497032005385
Canada,Urban,2022-08-01,m,40,5489,278,15838,5.0646748041537615
Canada,Rural,2022-08-01,m,40,12798,149,37958,1.1642444131895608
Canada,Urban,2022-09-01,m,40,12918,297,13412,2.299117510450534
Canada,Rural,2022-09-01,m,40,13141,489,47957,3.7211779925424247
Canada,Urban,2022-09-01,m,40,7194,45,10095,0.6255212677231026
Canada,Rural,2022-09-01,m,40,1835,481,16651,26.212534059945504
Canada,Rural,2022-09-01,m,40,610,251,9552,41.147540983606554
Canada,Urban,2022-09-01,m,40,1900,33,30080,1.7368421052631577
Canada,Rural,2022-09-01,m,40,9249,470,4516,5.081630446534761
Canada,Urban,2022-09-01,m,40,3471,398,38500,11.46643618553731
Canada,Rural,2022-09-01,m,40,15907,229,10805,1.4396177783365816
Canada,Urban,2022-10-01,m,40,15531,158,25067,1.0173201983130513
Canada,Rural,2022-10-01,m,40,14788,401,31589,2.711658101163105
Canada,Urban,2022-10-01,m,40,7298,309,43819,4.234036722389696
Canada,Rural,2022-10-01,m,40,749,83,46603,11.081441922563418
Canada,Urban,2022-10-01,m,40,18510,440,45702,2.3770934629929767
Canada,Rural,2022-10-01,m,40,1307,312,23527,23.871461361897474
Canada,Urban,2022-10-01,m,40,19594,323,13312,1.6484638154537106
Canada,Rural,2022-10-01,m,40,6464,311,29886,4.811262376237623
Canada,Urban,2022-10-01,m,40,14646,209,15830,1.4270107879284446
Canada,Rural,2022-10-01,m,40,11603,19,7006,0.163750754115315
Canada,Urban,2022-11-01,m,40,16968,483,33253,2.846534653465347
Canada,Rural,2022-11-01,m,40,10559,138,3465,1.3069419452599678
Canada,Urban,2022-11-01,m,40,7801,4,7471,0.05127547750288425
Canada,Rural,2022-11-01,m,40,17153,169,221,0.985250393517169
Canada,Urban,2022-11-01,m,40,13609,135,24916,0.9919905944595488
Canada,Rural,2022-11-01,m,40,17017,286,28631,1.680672268907563
Canada,Urban,2022-11-01,m,40,11710,470,38371,4.013663535439795
Canada,Rural,2022-11-01,m,40,10887,26,49600,0.23881693763203823
Canada,Urban,2022-11-01,m,40,18801,337,14256,1.7924578479868094
Canada,Rural,2022-11-01,m,40,9817,443,1517,4.5125802179892025
Canada,Urban,2022-12-01,m,40,4707,195,19287,4.1427660930528996
Canada,Rural,2022-12-01,m,40,19856,36,20210,0.18130539887187752
Canada,Urban,2022-12-01,m,40,17177,264,33016,1.5369389299644873
Canada,Rural,2022-12-01,m,40,596,434,7060,72.81879194630872
Canada,Urban,2022-12-01,m,40,6118,274,49758,4.478587773782282
Canada,Rural,2022-12-01,m,40,18332,409,33146,2.2310713506436834
Canada,Urban,2022-12-01,m,40,10538,492,36232,4.66881761245018
Canada,Rural,2022-12-01,m,40,2988,483,16116,16.164658634538153
Canada,Urban,2022-12-01,m,40,8855,280,23128,3.1620553359683794
Canada,Rural,2022-12-01,m,40,7275,241,49138,3.312714776632302
Canada,Urban,2022-01-01,f,40,8175,42,1869,0.5137614678899083
Canada,Rural,2022-01-01,f,40,7473,317,11364,4.2419376421785095
Canada,Urban,2022-01-01,f,40,19783,141,40883,0.7127331547288076
Canada,Rural,2022-01-01,f,40,18306,89,16286,0.486179394733967
Canada,Urban,2022-01-01,f,40,19932,278,17766,1.3947421232189445
Canada,Rural,2022-01-01,f,40,11643,322,42642,2.7656102379111913
Canada,Urban,2022-01-01,f,40,16099,121,16394,0.7515994782284614
Canada,Rural,2022-01-01,f,40,2279,164,1498,7.196138657305835
Canada,Urban,2022-01-01,f,40,17908,151,30677,0.8431985704712976
Canada,Rural,2022-01-01,f,40,17546,493,10250,2.8097572096204266
Canada,Urban,2022-02-01,f,40,1191,110,38071,9.235936188077245
Canada,Rural,2022-02-01,f,40,717,393,6981,54.811715481171554
Canada,Urban,2022-02-01,f,40,17349,278,40251,1.602397832728111
Canada,Rural,2022-02-01,f,40,11294,324,17618,2.8687798831237825
Canada,Urban,2022-02-01,f,40,12358,262,19779,2.1200841560123
Canada,Rural,2022-02-01,f,40,11999,330,46777,2.7502291857654804
Canada,Urban,2022-02-01,f,40,11466,261,41503,2.2762951334379906
Canada,Rural,2022-02-01,f,40,16986,243,19956,1.4305898975626987
Canada,Urban,2022-02-01,f,40,6485,43,30423,0.6630686198920586
Canada,Rural,2022-02-01,f,40,2337,303,6018,12.965340179717586
Canada,Urban,2022-03-01,f,40,13880,22,20904,0.1585014409221902
Canada,Rural,2022-03-01,f,40,15484,335,9603,2.1635236373030224
Canada,Urban,2022-03-01,f,40,9044,302,14113,3.3392304290137105
Canada,Rural,2022-03-01,f,40,7417,378,11254,5.0964001617904815
Canada,Urban,2022-03-01,f,40,2250,232,1453,10.311111111111112
Canada,Rural,2022-03-01,f,40,767,333,22333,43.41590612777054
Canada,Urban,2022-03-01,f,40,6640,399,46736,6.009036144578314
Canada,Rural,2022-03-01,f,40,15074,141,11607,0.9353854318694441
Canada,Urban,2022-03-01,f,40,4626,68,44567,1.4699524427150885
Canada,Rural,2022-03-01,f,40,2149,246,3783,11.447184737087017
Canada,Urban,2022-04-01,f,40,19129,222,25540,1.160541586073501
Canada,Rural,2022-04-01,f,40,4148,114,5399,2.74831243972999
Canada,Urban,2022-04-01,f,40,12109,464,49736,3.831860599554051
Canada,Rural,2022-04-01,f,40,12531,215,6986,1.715744952517756
Canada,Urban,2022-04-01,f,40,5366,11,20502,0.20499440924338427
Canada,Rural,2022-04-01,f,40,9185,350,20348,3.810560696788242
Canada,Urban,2022-04-01,f,40,18737,150,36599,0.8005550515023749
Canada,Rural,2022-04-01,f,40,9276,32,23330,0.344976282880552
Canada,Urban,2022-04-01,f,40,17260,60,3295,0.34762456546929316
Canada,Rural,2022-04-01,f,40,12204,489,10571,4.006882989183874
Canada,Urban,2022-05-01,f,40,10368,209,38500,2.015817901234568
Canada,Rural,2022-05-01,f,40,8643,297,3374,3.4363068379035058
Canada,Urban,2022-05-01,f,40,8783,368,164,4.189912330638734
Canada,Rural,2022-05-01,f,40,13357,473,6342,3.5412143445384445
Canada,Urban,2022-05-01,f,40,8288,282,40118,3.4025096525096528
Canada,Rural,2022-05-01,f,40,8173,201,32803,2.459317264162486
Canada,Urban,2022-05-01,f,40,6825,306,25041,4.483516483516484
Canada,Rural,2022-05-01,f,40,15163,178,4401,1.1739101760865265
Canada,Urban,2022-05-01,f,40,13212,41,33869,0.3103239479261278
Canada,Rural,2022-05-01,f,40,16548,35,27226,0.21150592216582065
Canada,Urban,2022-06-01,f,40,15884,202,42405,1.2717199697809116
Canada,Rural,2022-06-01,f,40,15252,382,41046,2.5045895620246528
Canada,Urban,2022-06-01,f,40,7896,270,19613,3.419452887537994
Canada,Rural,2022-06-01,f,40,11226,169,23172,1.5054338143595225
Canada,Urban,2022-06-01,f,40,7491,282,21662,3.7645174209050865
Canada,Rural,2022-06-01,f,40,475,140,292,29.47368421052631
Canada,Urban,2022-06-01,f,40,9196,251,6870,2.7294475859069163
Canada,Rural,2022-06-01,f,40,16777,234,476,1.394766644811349
Canada,Urban,2022-06-01,f,40,15573,57,48604,0.3660181082643036
Canada,Rural,2022-06-01,f,40,10203,90,27331,0.8820935019112026
Canada,Urban,2022-07-01,f,40,3680,361,12830,9.809782608695652
Canada,Rural,2022-07-01,f,40,16809,482,18114,2.8675114521982272
Canada,Urban,2022-07-01,f,40,4864,11,9162,0.2261513157894737
Canada,Rural,2022-07-01,f,40,11362,109,15232,0.9593381446928357
Canada,Urban,2022-07-01,f,40,2545,129,12928,5.068762278978389
Canada,Rural,2022-07-01,f,40,19355,259,45302,1.3381555153707052
Canada,Urban,2022-07-01,f,40,16142,196,24027,1.2142237640936688
Canada,Rural,2022-07-01,f,40,12895,261,32133,2.0240403257076385
Canada,Urban,2022-07-01,f,40,2202,2,38039,0.09082652134423251
Canada,Rural,2022-07-01,f,40,2059,42,28027,2.0398251578436133
Canada,Urban,2022-08-01,f,40,1590,493,43242,31.0062893081761
Canada,Rural,2022-08-01,f,40,787,291,48675,36.975857687420586
Canada,Urban,2022-08-01,f,40,1795,361,41287,20.111420612813372
Canada,Rural,2022-08-01,f,40,14221,250,3589,1.757963574994726
Canada,Urban,2022-08-01,f,40,6855,173,22922,2.523705324580598
Canada,Rural,2022-08-01,f,40,2277,208,18919,9.134826526130874
Canada,Urban,2022-08-01,f,40,11719,449,40951,3.8313849304548167
Canada,Rural,2022-08-01,f,40,13871,356,4539,2.5665056592891644
Canada,Urban,2022-08-01,f,40,11753,58,3388,0.49349102356845065
Canada,Rural,2022-08-01,f,40,9129,405,13133,4.436411436082813
Canada,Urban,2022-09-01,f,40,11196,396,47679,3.536977491961415
Canada,Rural,2022-09-01,f,40,11213,79,43704,0.7045393739409613
Canada,Urban,2022-09-01,f,40,14146,389,4664,2.7498939629577266
Canada,Rural,2022-09-01,f,40,18419,338,41455,1.8350616211520712
Canada,Urban,2022-09-01,f,40,503,147,3624,29.22465208747515
Canada,Rural,2022-09-01,f,40,6111,347,41978,5.678285059728359
Canada,Urban,2022-09-01,f,40,19756,7,45838,0.035432273739623404
Canada,Urban,2022-09-01,f,40,6898,131,17997,1.8991011887503624
Canada,Rural,2022-09-01,f,40,10475,30,47337,0.2863961813842482
Canada,Urban,2022-10-01,f,40,6029,488,22145,8.094211311992039
Canada,Rural,2022-10-01,f,40,17077,22,4359,0.12882824852140307
Canada,Urban,2022-10-01,f,40,13668,92,3908,0.6731050629206907
Canada,Rural,2022-10-01,f,40,7187,262,23284,3.645470989286211
Canada,Urban,2022-10-01,f,40,12370,185,42950,1.4955537590945838
Canada,Rural,2022-10-01,f,40,3189,135,36004,4.233301975540922
Canada,Urban,2022-10-01,f,40,4361,203,2393,4.654895666131622
Canada,Rural,2022-10-01,f,40,4876,384,7977,7.875307629204266
Canada,Urban,2022-10-01,f,40,5562,86,16801,1.5462064005753327
Canada,Rural,2022-10-01,f,40,2273,451,12883,19.841619005719313
Canada,Urban,2022-11-01,f,40,18995,237,20694,1.2476967623058701
Canada,Rural,2022-11-01,f,40,14685,240,49602,1.634320735444331
Canada,Urban,2022-11-01,f,40,10302,188,36306,1.82488837119006
Canada,Rural,2022-11-01,f,40,14528,253,45835,1.741464757709251
Canada,Urban,2022-11-01,f,40,18639,380,46133,2.038735983690112
Canada,Rural,2022-11-01,f,40,19304,349,39637,1.8079154579361791
Canada,Urban,2022-11-01,f,40,17143,421,36090,2.455812868226098
Canada,Rural,2022-11-01,f,40,1074,85,27278,7.9143389199255125
Canada,Urban,2022-11-01,f,40,1905,6,39637,0.31496062992125984
Canada,Rural,2022-11-01,f,40,13483,440,5566,3.2633686864941036
Canada,Urban,2022-12-01,f,40,5302,221,9147,4.168238400603546
Canada,Rural,2022-12-01,f,40,8750,377,35530,4.308571428571428
Canada,Urban,2022-12-01,f,40,17758,389,1120,2.1905620002252504
Canada,Rural,2022-12-01,f,40,11368,134,8326,1.178747361013371
